Hospital Name,Latitude,Longitude,Hospital Network,State
Regional Georgia Health Center,44.872498916444556,-107.4961752917065,Advocate Aurora Health,Rhode Island
Mercy New Hampshire Clinic,29.25617019384014,-77.19867321425242,HCA Healthcare,Utah
General Vermont Healthcare,49.05528713657242,-96.39378129773765,Tenet Healthcare,Delaware
Community South Carolina Health Center,25.045986479817092,-113.15565056133082,Tenet Healthcare,Arkansas
Mercy Utah Infirmary,32.202200904143155,-70.65628048959476,Advocate Aurora Health,Maine
St. Florida Hospital,25.666163218661048,-82.13283390773253,Cleveland Clinic,Vermont
Regional Illinois Infirmary,44.59382959950169,-77.75397523624119,Mayo Clinic,Montana
Memorial Louisiana Healthcare,33.379420434514095,-122.83719755472538,Advocate Aurora Health,Kentucky
Community Florida Healthcare,29.7550138728077,-73.3136219234542,Providence,Oregon
Mercy Montana Health Center,26.628197845672283,-105.97098179043947,Providence,Kentucky
General Alaska Clinic,35.02240082688943,-77.84005209039643,Cleveland Clinic,Iowa
General Colorado Medical Center,28.323150743245336,-116.82077014540306,Cleveland Clinic,Wisconsin
Regional South Carolina Clinic,46.05212670811246,-94.57767280933382,HCA Healthcare,South Carolina
University Minnesota Medical Center,40.82663719404442,-117.10395810208061,Mayo Clinic,Kentucky
St. Florida Health Center,41.36112182982322,-96.0735534150217,Trinity Health,Delaware
St. Wyoming Medical Center,44.407848905386714,-69.50327672529914,Mayo Clinic,Alaska
St. Montana Clinic,36.59739060760373,-69.59396412242617,Cleveland Clinic,Wisconsin
Regional Oklahoma Hospital,47.54356609506724,-70.51094124434752,Dignity Health,Alabama
Children's Ohio Hospital,44.81125820265807,-72.4827637343641,HCA Healthcare,Rhode Island
Mercy North Dakota Medical Center,25.90436749892103,-90.10813542285715,Tenet Healthcare,Ohio
Children's North Dakota Health Center,43.272239174839605,-74.16399180536285,Cleveland Clinic,New Jersey
University Louisiana Infirmary,40.28041862086622,-109.93046191460978,Providence,Illinois
Regional Utah Clinic,31.19433721592782,-70.79343782974139,Advocate Aurora Health,Maryland
University Arkansas Health Center,31.551765345720426,-101.20143099802031,Ascension,Iowa
St. Tennessee Health Center,42.83537311169778,-95.44600933665458,Dignity Health,North Dakota
Mercy Rhode Island Infirmary,25.1510423827643,-69.4666918784599,Dignity Health,Delaware
St. North Carolina Healthcare,30.855820100860974,-93.30524324768032,Providence,Alabama
Mercy Arizona Medical Center,40.33862021610693,-93.1782110907546,Dignity Health,Texas
General Texas Hospital,29.3877036908394,-107.4173248154054,Trinity Health,Florida
Children's Nevada Clinic,31.72973359866257,-88.08388040626244,HCA Healthcare,Arkansas
General Minnesota Health Center,45.76723355890434,-71.04327125902608,Advocate Aurora Health,Louisiana
Children's Delaware Health Center,38.75331040055107,-123.0046925277188,Dignity Health,Hawaii
University Nebraska Hospital,33.686679436087296,-115.29254948765401,Trinity Health,Hawaii
University Massachusetts Clinic,40.86854809000944,-123.63845121527262,Ascension,Rhode Island
University Florida Clinic,41.63287151026533,-80.96057130074487,Dignity Health,New Mexico
General Virginia Clinic,26.447666212429233,-91.83936879463826,CommonSpirit Health,Maine
Memorial Pennsylvania Infirmary,31.75960348002591,-74.26990043533193,Tenet Healthcare,Georgia
General Missouri Healthcare,34.34364449169611,-84.33293082120181,Ascension,Mississippi
Children's Alaska Health Center,26.101691004059,-99.62078047825419,Trinity Health,Pennsylvania
University Delaware Medical Center,46.200853230876405,-88.63611382006007,Trinity Health,Connecticut
Memorial Maryland Clinic,27.287158127423275,-97.4249739787469,Tenet Healthcare,South Carolina
General Iowa Hospital,31.236363712294807,-67.04920621158129,Advocate Aurora Health,Hawaii
Community Washington Healthcare,29.44513999788128,-108.94967317638303,Ascension,Georgia
St. Tennessee Healthcare,35.97312092096662,-68.2695013064175,Providence,Iowa
St. Illinois Medical Center,47.882460352898235,-102.27662845568176,Cleveland Clinic,North Dakota
Mercy Iowa Clinic,36.210738642392364,-113.96109081588473,Cleveland Clinic,Alabama
Regional West Virginia Medical Center,39.07428194225066,-77.30068597470353,HCA Healthcare,Virginia
Regional Arkansas Infirmary,37.79090878876091,-108.29735577216293,Providence,Oklahoma
St. Texas Hospital,34.79647863971902,-84.7999647227426,Tenet Healthcare,Arizona
University Maine Hospital,39.217168066839044,-105.59521818512425,Ascension,Arizona
Community Nevada Infirmary,45.981026355725135,-78.24835273947004,Tenet Healthcare,Texas
Regional Maryland Medical Center,24.99415913983061,-89.8772065629388,Tenet Healthcare,Illinois
University Oregon Medical Center,28.520571850790397,-83.68388288578313,Trinity Health,Alaska
General Michigan Infirmary,48.67499217095494,-124.17053721855147,Advocate Aurora Health,Ohio
Mercy Kansas Clinic,44.36301998923316,-80.56648980179945,Mayo Clinic,Oklahoma
Memorial Colorado Health Center,35.32978230460191,-78.49233591095305,Advocate Aurora Health,New York
Mercy Virginia Medical Center,36.08232295350195,-104.27464170811702,Dignity Health,Vermont
Community Wyoming Health Center,35.248555646174765,-92.30201281323714,Advocate Aurora Health,Montana
Children's California Infirmary,45.901052825485564,-88.92545442824988,Advocate Aurora Health,Alabama
Memorial Minnesota Infirmary,39.78368723335787,-68.1159385569988,Tenet Healthcare,Vermont
Regional Idaho Medical Center,41.341128030459785,-115.19390579119585,HCA Healthcare,Indiana
Memorial Florida Medical Center,44.17777912587357,-91.99209551284913,Advocate Aurora Health,Wisconsin
University Michigan Hospital,38.73715991275477,-114.50283686989624,Tenet Healthcare,Vermont
Memorial Hawaii Hospital,31.436495334365475,-79.3891570223081,CommonSpirit Health,Nebraska
General Maine Hospital,48.76744943490169,-100.46127299277873,Advocate Aurora Health,Nebraska
Community Georgia Health Center,34.907569673057054,-85.65451974871908,Mayo Clinic,Utah
Regional Kansas Healthcare,28.55545991479456,-82.41351154064327,Tenet Healthcare,Texas
St. Mississippi Healthcare,37.96747123018798,-123.86401167734722,Ascension,Colorado
University South Dakota Healthcare,41.455892823291,-117.27906963009178,Cleveland Clinic,Pennsylvania
St. Arizona Infirmary,37.773433137621,-78.57374247982696,Providence,Wisconsin
General New Mexico Medical Center,41.10359297119918,-94.62347683527702,HCA Healthcare,Wyoming
Community New Hampshire Healthcare,37.38710553309384,-122.63043907119331,Tenet Healthcare,Ohio
Community Minnesota Clinic,44.8454675182646,-80.29649432006914,Ascension,Hawaii
Mercy Nebraska Hospital,31.87723933038879,-96.89319961814198,HCA Healthcare,Texas
Mercy Hawaii Hospital,24.542041229243186,-82.86337551893733,Advocate Aurora Health,California
General Minnesota Infirmary,41.39859745720799,-113.97821464818033,Providence,Indiana
Children's South Carolina Healthcare,47.65579022181573,-95.83770158467841,Mayo Clinic,Minnesota
University Ohio Health Center,43.4077720086361,-88.87487736451712,Mayo Clinic,Hawaii
General Virginia Hospital,31.347711144117962,-86.67317175202905,Providence,Virginia
University Utah Medical Center,44.25404799071764,-83.00559297852789,Dignity Health,Virginia
Memorial Louisiana Health Center,47.57247696693491,-107.39679196746276,Mayo Clinic,Massachusetts
Mercy Connecticut Healthcare,39.48182767531057,-98.58189179723162,Dignity Health,California
Community Michigan Health Center,45.48307115783375,-109.6370587533086,HCA Healthcare,Georgia
Mercy North Dakota Clinic,25.272373675283383,-96.43863805468409,Cleveland Clinic,Pennsylvania
General West Virginia Medical Center,27.77287497450845,-70.3819516051356,HCA Healthcare,Minnesota
General Illinois Health Center,43.92520437016155,-73.60955108745333,Advocate Aurora Health,Ohio
Community Oregon Hospital,25.04769055973569,-67.81335146298612,Advocate Aurora Health,Alabama
St. Vermont Hospital,47.07928788025049,-73.46698447158178,Tenet Healthcare,Florida
St. Mississippi Medical Center,26.236086390563905,-68.85709462066087,Ascension,Hawaii
Children's New Hampshire Medical Center,40.91061900918189,-101.71028682612716,CommonSpirit Health,New York
St. Connecticut Clinic,41.232801279185296,-66.97039740275206,Cleveland Clinic,South Carolina
Community Oregon Health Center,41.00533480703325,-107.2256702794067,Mayo Clinic,Georgia
Memorial Rhode Island Clinic,49.076138711248035,-84.42895640057245,Dignity Health,Oregon
St. North Carolina Health Center,46.73628942532806,-106.42114195052115,Ascension,Vermont
St. Alaska Infirmary,29.45188709454486,-122.48588116614562,CommonSpirit Health,Vermont
Community South Carolina Hospital,39.04908842173844,-86.20703679803447,Cleveland Clinic,Pennsylvania
General Texas Health Center,47.1129012158245,-114.91434707860192,HCA Healthcare,Wisconsin
Memorial Maryland Hospital,47.72310206773824,-68.84949842366811,Dignity Health,Illinois
Children's Montana Medical Center,34.49796582776608,-88.51932094521058,Providence,Arkansas
Regional Louisiana Healthcare,48.10402404522464,-79.52312521771032,Providence,Montana
University Iowa Hospital,45.9300147113145,-73.08532755745853,Ascension,New York
St. New Mexico Health Center,32.20875933584121,-89.29668945920204,Mayo Clinic,Rhode Island
Community Oklahoma Infirmary,36.82447278567557,-74.23790912411178,Trinity Health,Vermont
University Alabama Medical Center,28.94577055024308,-102.42257948094175,HCA Healthcare,Washington
Community Colorado Medical Center,38.771045220615534,-110.99767073282244,HCA Healthcare,Hawaii
St. Nebraska Medical Center,30.01082621271459,-73.70722900163489,Ascension,Pennsylvania
General New Jersey Medical Center,35.8725761318566,-89.70358836398131,Trinity Health,Maine
Children's Vermont Health Center,31.576616882488032,-82.15517334323167,HCA Healthcare,South Carolina
St. Ohio Clinic,44.45867934426467,-75.16761731845895,Mayo Clinic,Illinois
University Iowa Infirmary,35.95523789908103,-123.70709904254976,Trinity Health,South Carolina
University Hawaii Medical Center,43.953877268295784,-112.86000228037405,Mayo Clinic,Arkansas
Community Oregon Health Center,49.00090798489672,-111.7417316845471,Dignity Health,New Jersey
Mercy Colorado Healthcare,35.104983591684956,-80.36371204982157,Dignity Health,Arizona
General Rhode Island Healthcare,44.786687075005204,-97.88907156191455,Providence,Wyoming
Memorial Montana Infirmary,30.18325578705658,-101.34800390192709,Trinity Health,Nebraska
Memorial Vermont Healthcare,44.70114794370066,-94.04525376537329,HCA Healthcare,Alabama
Children's Montana Medical Center,27.582054783158064,-97.85606924170675,CommonSpirit Health,New Mexico
Regional Mississippi Health Center,47.4554298291113,-69.25768777782582,Advocate Aurora Health,Florida
St. Utah Healthcare,36.00051144169089,-67.56343109598603,Ascension,Washington
Memorial Kentucky Clinic,40.6180937662187,-87.63559076133609,HCA Healthcare,Texas
Children's Missouri Health Center,27.31062119160735,-119.52934999502747,Trinity Health,Montana
Memorial New Hampshire Healthcare,34.45115912833644,-118.18271390802124,Ascension,Colorado
Memorial Kentucky Healthcare,28.773971091925553,-98.50837088609045,Ascension,Oklahoma
Mercy Mississippi Medical Center,47.816838958014884,-94.77751504853966,Advocate Aurora Health,North Dakota
Memorial Washington Clinic,46.491356899925606,-120.63882314371219,Cleveland Clinic,Minnesota
Regional North Carolina Infirmary,30.192780468964195,-81.21291555105167,Dignity Health,Maryland
Regional Idaho Health Center,46.622438894935385,-123.74163751129184,Advocate Aurora Health,Tennessee
Mercy Oklahoma Hospital,28.814231424596464,-111.41333808099736,Mayo Clinic,Nebraska
Children's North Carolina Healthcare,29.62346019298822,-88.22365138831412,Trinity Health,North Carolina
General Pennsylvania Hospital,28.571891641199016,-111.75537066281136,CommonSpirit Health,Texas
St. New York Medical Center,48.77363481123134,-76.46567799466894,Mayo Clinic,Iowa
St. Louisiana Health Center,35.91938987828061,-123.54237423824956,Cleveland Clinic,Oregon
St. New York Infirmary,29.468274881935397,-88.62190703759056,Providence,California
Children's West Virginia Health Center,30.495076314950953,-108.72506047950394,Mayo Clinic,Minnesota
Regional Delaware Hospital,35.59737356331592,-102.29695815170277,Cleveland Clinic,Arizona
Children's Oklahoma Clinic,41.557207855159845,-79.76342784483683,Trinity Health,West Virginia
Mercy Hawaii Healthcare,29.133486401554087,-83.77540047419247,Ascension,Montana
Regional Ohio Health Center,41.45949193235984,-102.7405037311573,Trinity Health,Montana
Community Georgia Medical Center,44.91157322051459,-104.58704921183096,Trinity Health,Wyoming
Regional Florida Clinic,48.08550722992838,-98.7406385135539,Trinity Health,Louisiana
Regional Virginia Health Center,34.146570204714216,-85.17443982239357,Ascension,Indiana
St. Florida Hospital,45.17666420512893,-106.44668967690893,HCA Healthcare,Rhode Island
Memorial North Dakota Infirmary,45.75486377930196,-94.05393351131971,Advocate Aurora Health,Arizona
Regional Minnesota Clinic,43.72464437188211,-108.8453163702013,Trinity Health,Washington
Regional Oklahoma Clinic,29.921041062613494,-84.58776616119928,Mayo Clinic,Wisconsin
General Rhode Island Infirmary,40.58573022335413,-115.40323607496147,Advocate Aurora Health,Wyoming
Regional Vermont Healthcare,45.914581856210276,-82.52463677166803,Ascension,Alaska
General North Dakota Clinic,36.22606153162555,-74.33619260953023,Dignity Health,Vermont
Memorial Wyoming Infirmary,38.47564450976913,-71.4399659806841,CommonSpirit Health,Rhode Island
Regional Wisconsin Healthcare,28.869952040329665,-122.09846650573677,Trinity Health,North Carolina
Children's Montana Healthcare,38.13825797366841,-116.53685258102678,CommonSpirit Health,Missouri
University Mississippi Clinic,38.41093525529017,-122.08929674093585,Providence,Michigan
University Nebraska Infirmary,35.233112234626034,-69.03629429350029,Mayo Clinic,Kentucky
Children's Florida Medical Center,41.699838342884085,-93.1782814166949,Advocate Aurora Health,South Dakota
Community Texas Hospital,26.792663691390057,-114.39632339591805,Cleveland Clinic,Virginia
Children's New Hampshire Infirmary,38.24260211026514,-95.55234913003156,Mayo Clinic,Pennsylvania
St. West Virginia Medical Center,24.903098861540467,-84.88045325328545,Ascension,Minnesota
Mercy Ohio Healthcare,47.791248168828844,-87.58626491274,Tenet Healthcare,Washington
St. Alabama Health Center,27.66170429775543,-100.34526923979512,Cleveland Clinic,Montana
Mercy Hawaii Healthcare,44.20688078777701,-124.6132927349082,Ascension,Washington
General Nebraska Infirmary,44.04183924664866,-109.47847220251641,CommonSpirit Health,Delaware
